window_id,window_end_time,avg_power,max_power,reconstruction_error,threshold,rule_candidate,lstm_confirmed
28,2026-04-20 22:33:09,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
29,2026-04-20 22:33:14,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
30,2026-04-20 22:33:19,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
31,2026-04-20 22:33:24,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
32,2026-04-20 22:33:29,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
33,2026-04-20 22:33:34,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
34,2026-04-20 22:33:39,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
35,2026-04-20 22:33:44,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
36,2026-04-20 22:33:49,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
37,2026-04-20 22:33:54,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
38,2026-04-20 22:33:59,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
39,2026-04-20 22:34:04,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
40,2026-04-20 22:34:10,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
41,2026-04-20 22:34:15,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
42,2026-04-20 22:34:20,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
43,2026-04-20 22:34:25,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
44,2026-04-20 22:34:30,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
45,2026-04-20 22:34:35,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
46,2026-04-20 22:34:40,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
47,2026-04-20 22:34:45,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
48,2026-04-20 22:34:50,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
49,2026-04-20 22:34:55,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
50,2026-04-20 22:35:00,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
51,2026-04-20 22:35:05,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
52,2026-04-20 22:35:10,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
53,2026-04-20 22:35:16,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
54,2026-04-20 22:35:21,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
55,2026-04-20 22:35:26,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
56,2026-04-20 22:35:31,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
57,2026-04-20 22:35:36,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
58,2026-04-20 22:35:41,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
59,2026-04-20 22:35:46,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
60,2026-04-20 22:35:51,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
61,2026-04-20 22:35:56,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
62,2026-04-20 22:36:01,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
63,2026-04-20 22:36:06,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
64,2026-04-20 22:36:11,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
65,2026-04-20 22:36:17,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
66,2026-04-20 22:36:22,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
67,2026-04-20 22:36:27,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
68,2026-04-20 22:36:32,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
69,2026-04-20 22:36:37,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
70,2026-04-20 22:36:42,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
71,2026-04-20 22:36:47,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
72,2026-04-20 22:36:52,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
73,2026-04-20 22:36:57,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
74,2026-04-20 22:37:02,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
75,2026-04-20 22:37:07,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
76,2026-04-20 22:37:12,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
77,2026-04-20 22:37:18,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
78,2026-04-20 22:37:23,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
79,2026-04-20 22:37:28,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
80,2026-04-20 22:37:33,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
81,2026-04-20 22:37:38,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
82,2026-04-20 22:37:43,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
83,2026-04-20 22:37:48,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
84,2026-04-20 22:37:53,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
85,2026-04-20 22:37:58,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
86,2026-04-20 22:38:03,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
87,2026-04-20 22:38:08,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
88,2026-04-20 22:38:13,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
89,2026-04-20 22:38:19,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
90,2026-04-20 22:38:24,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
91,2026-04-20 22:38:29,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
92,2026-04-20 22:38:34,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
93,2026-04-20 22:38:39,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
94,2026-04-20 22:38:44,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
95,2026-04-20 22:38:49,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
96,2026-04-20 22:38:54,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
97,2026-04-20 22:38:59,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
98,2026-04-20 22:39:04,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
99,2026-04-20 22:39:09,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
100,2026-04-20 22:39:15,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
101,2026-04-20 22:39:20,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
102,2026-04-20 22:39:25,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
103,2026-04-20 22:39:30,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
104,2026-04-20 22:39:35,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
105,2026-04-20 22:39:40,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
106,2026-04-20 22:39:45,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
107,2026-04-20 22:39:50,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
108,2026-04-20 22:39:55,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
109,2026-04-20 22:40:00,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
110,2026-04-20 22:40:05,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
111,2026-04-20 22:40:10,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
112,2026-04-20 22:40:15,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
113,2026-04-20 22:40:20,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
114,2026-04-20 22:40:25,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
115,2026-04-20 22:40:31,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
116,2026-04-20 22:40:36,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
117,2026-04-20 22:40:41,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
118,2026-04-20 22:40:46,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
119,2026-04-20 22:40:51,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
120,2026-04-20 22:40:56,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
121,2026-04-20 22:41:01,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
122,2026-04-20 22:41:06,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
123,2026-04-20 22:41:11,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
124,2026-04-20 22:41:16,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
125,2026-04-20 22:41:21,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
126,2026-04-20 22:41:26,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
127,2026-04-20 22:41:31,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
128,2026-04-20 22:41:36,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
129,2026-04-20 22:41:42,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
130,2026-04-20 22:41:47,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
131,2026-04-20 22:41:52,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
132,2026-04-20 22:41:57,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
133,2026-04-20 22:42:02,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
134,2026-04-20 22:42:07,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
135,2026-04-20 22:42:12,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
136,2026-04-20 22:42:17,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
137,2026-04-20 22:42:22,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
138,2026-04-20 22:42:27,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
139,2026-04-20 22:42:32,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
140,2026-04-20 22:42:37,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
141,2026-04-20 22:42:42,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
142,2026-04-20 22:42:48,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
143,2026-04-20 22:42:53,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
144,2026-04-20 22:42:58,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
145,2026-04-20 22:43:03,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
146,2026-04-20 22:43:08,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
147,2026-04-20 22:43:13,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
148,2026-04-20 22:43:18,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
149,2026-04-20 22:43:23,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
150,2026-04-20 22:43:28,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
151,2026-04-20 22:43:33,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
152,2026-04-20 22:43:38,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
153,2026-04-20 22:43:43,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
154,2026-04-20 22:43:49,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
155,2026-04-20 22:43:54,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
156,2026-04-20 22:43:59,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
157,2026-04-20 22:44:04,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
158,2026-04-20 22:44:09,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
159,2026-04-20 22:44:14,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
160,2026-04-20 22:45:52,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
161,2026-04-20 22:45:57,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
162,2026-04-20 22:46:02,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
163,2026-04-20 22:46:07,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
164,2026-04-20 22:46:12,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
165,2026-04-20 23:02:38,123.96399999999998,125.62,0.0036468158941715956,1.3001051247119904,0,0
166,2026-04-20 23:02:43,124.521,129.35,0.1279383897781372,1.3001051247119904,0,0
167,2026-04-20 23:02:48,124.40900000000002,129.35,0.24486730992794037,1.3001051247119904,0,0
168,2026-04-20 23:02:53,124.81099999999999,129.35,0.23819760978221893,1.3001051247119904,0,0
169,2026-04-20 23:02:58,125.298,129.35,0.30221736431121826,1.3001051247119904,0,0
170,2026-04-20 23:03:03,124.519,129.35,0.6069101691246033,1.3001051247119904,0,0
171,2026-04-20 23:03:09,124.551,129.35,0.7543548941612244,1.3001051247119904,0,0
172,2026-04-20 23:03:14,123.46499999999999,129.35,0.8748055100440979,1.3001051247119904,0,0
173,2026-04-20 23:03:19,122.36699999999999,129.35,1.0353974103927612,1.3001051247119904,0,0
174,2026-04-20 23:03:24,122.68699999999998,129.35,1.1611557006835938,1.3001051247119904,0,0
175,2026-04-20 23:03:29,122.301,129.35,1.2978991270065308,1.3001051247119904,0,0
176,2026-04-20 23:03:34,120.96799999999999,128.65,1.2558542490005493,1.3001051247119904,0,0
177,2026-04-20 23:03:39,119.98599999999999,128.65,1.2700855731964111,1.3001051247119904,0,0
178,2026-04-20 23:03:44,119.45899999999999,128.65,1.3647056818008423,1.3001051247119904,0,0
179,2026-04-20 23:03:49,118.751,126.98,1.2129160165786743,1.3001051247119904,0,0
180,2026-04-20 23:03:54,118.431,126.98,0.9134268164634705,1.3001051247119904,0,0
181,2026-04-20 23:03:59,118.83,128.09,0.9516744017601013,1.3001051247119904,0,0
182,2026-04-20 23:04:05,119.39399999999998,128.09,0.775384247303009,1.3001051247119904,0,0
183,2026-04-20 23:04:10,120.648,128.09,0.7729331851005554,1.3001051247119904,0,0
184,2026-04-20 23:04:15,119.94000000000001,128.09,0.7207163572311401,1.3001051247119904,0,0
185,2026-04-20 23:04:20,119.248,128.09,0.6842065453529358,1.3001051247119904,0,0
186,2026-04-20 23:04:25,120.21600000000001,128.09,0.763288676738739,1.3001051247119904,0,0
187,2026-04-20 23:04:30,121.21599999999998,128.09,0.6277549266815186,1.3001051247119904,0,0
188,2026-04-20 23:04:35,121.008,128.09,0.6770660877227783,1.3001051247119904,0,0
189,2026-04-20 23:04:40,120.11600000000001,128.09,0.7876225709915161,1.3001051247119904,0,0
190,2026-04-21 05:40:57,121.215,128.09,0.7680726647377014,1.3001051247119904,0,0
191,2026-04-21 06:01:42,120.78399999999999,125.7,0.7070261836051941,1.3001051247119904,0,0
192,2026-04-21 06:01:47,121.306,125.7,0.6527820229530334,1.3001051247119904,0,0
193,2026-04-21 06:01:52,121.15,125.7,0.3922833502292633,1.3001051247119904,0,0
194,2026-04-21 06:01:57,121.53800000000001,125.7,0.33057311177253723,1.3001051247119904,0,0
195,2026-04-21 06:02:02,122.43199999999999,125.7,0.3084530532360077,1.3001051247119904,0,0
196,2026-04-21 06:02:07,122.24000000000001,123.78,0.2507230043411255,1.3001051247119904,0,0
197,2026-04-21 06:02:12,122.33399999999999,123.78,0.2616901099681854,1.3001051247119904,0,0
198,2026-04-21 06:02:17,122.667,123.78,0.11100579053163528,1.3001051247119904,0,0
199,2026-04-21 06:02:22,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
200,2026-04-21 06:02:27,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
201,2026-04-21 06:02:32,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
202,2026-04-21 06:02:38,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
203,2026-04-21 06:02:43,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
204,2026-04-21 06:02:48,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
205,2026-04-21 06:02:53,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
206,2026-04-21 06:02:58,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
207,2026-04-21 06:03:03,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
208,2026-04-21 06:03:08,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
209,2026-04-21 06:03:13,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
210,2026-04-21 06:03:18,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
211,2026-04-21 06:03:23,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
212,2026-04-21 06:03:28,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
213,2026-04-21 06:03:33,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
214,2026-04-21 06:03:39,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
215,2026-04-21 06:03:44,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
216,2026-04-21 06:03:49,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
217,2026-04-21 06:03:54,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
218,2026-04-21 06:03:59,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
219,2026-04-21 06:04:04,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
220,2026-04-21 06:04:09,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
221,2026-04-21 06:04:14,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
222,2026-04-21 06:04:19,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
223,2026-04-21 06:04:24,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
224,2026-04-21 06:04:29,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
225,2026-04-21 06:04:34,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
226,2026-04-21 06:04:40,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
227,2026-04-21 06:04:45,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
228,2026-04-21 06:04:50,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
229,2026-04-21 06:04:55,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
230,2026-04-21 06:05:00,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
231,2026-04-21 06:05:05,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
232,2026-04-21 06:05:10,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
233,2026-04-21 06:05:15,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
234,2026-04-21 06:05:20,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
235,2026-04-21 06:05:25,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
236,2026-04-21 06:05:30,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
237,2026-04-21 06:05:35,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
238,2026-04-21 06:05:41,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
239,2026-04-21 06:05:46,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
240,2026-04-21 06:05:51,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
241,2026-04-21 06:05:56,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
242,2026-04-21 06:06:01,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
243,2026-04-21 06:06:06,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
244,2026-04-21 06:06:11,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
245,2026-04-21 06:06:16,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
246,2026-04-21 06:06:21,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
247,2026-04-21 06:06:26,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
248,2026-04-21 06:06:31,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
249,2026-04-21 06:06:36,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
250,2026-04-21 06:06:41,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
251,2026-04-21 06:06:47,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
252,2026-04-21 06:06:52,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
253,2026-04-21 06:06:57,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
254,2026-04-21 06:07:02,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
255,2026-04-21 06:07:07,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
256,2026-04-21 06:07:12,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
257,2026-04-21 06:07:17,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
258,2026-04-21 06:07:22,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
259,2026-04-21 06:07:27,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
260,2026-04-21 06:07:32,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
261,2026-04-21 06:07:37,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
262,2026-04-21 06:07:42,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
263,2026-04-21 06:07:47,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
264,2026-04-21 06:07:53,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
265,2026-04-21 06:07:58,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
266,2026-04-21 06:08:03,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
267,2026-04-21 06:08:08,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
268,2026-04-21 06:08:13,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
269,2026-04-21 06:08:18,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
270,2026-04-21 06:08:23,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
271,2026-04-21 06:08:28,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
272,2026-04-21 06:08:33,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
273,2026-04-21 06:08:38,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
274,2026-04-21 06:08:43,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
275,2026-04-21 06:08:48,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
276,2026-04-21 06:08:53,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
277,2026-04-21 06:08:58,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
278,2026-04-21 06:09:04,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
279,2026-04-21 06:09:09,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
280,2026-04-21 06:09:14,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
281,2026-04-21 06:09:19,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
282,2026-04-21 06:09:24,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
283,2026-04-21 06:09:29,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
284,2026-04-21 06:09:34,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
285,2026-04-21 06:09:39,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
286,2026-04-21 06:09:44,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
287,2026-04-21 06:09:49,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
288,2026-04-21 06:09:54,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
289,2026-04-21 06:09:59,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
290,2026-04-21 06:10:04,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
291,2026-04-21 06:10:10,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
292,2026-04-21 06:10:15,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
293,2026-04-21 06:10:20,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
294,2026-04-21 06:10:25,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
295,2026-04-21 06:10:30,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
296,2026-04-21 06:10:35,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
297,2026-04-21 06:10:40,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
298,2026-04-21 06:10:45,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
299,2026-04-21 06:10:50,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
300,2026-04-21 06:10:55,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
301,2026-04-21 06:11:00,123.78,123.78,0.0006852727383375168,1.3001051247119904,0,0
